TaxiID,lpep_pickup_datetime,lpep_dropoff_datetime,passenger_count,trip_distance,total_amount
11519,2018-01-01 00:24:44,2018-01-01 00:37:06,1,2.66,12.8
15336,2018-01-01 00:42:00,2018-01-01 00:49:54,1,1.35,10
461,2018-01-01 00:15:54,2018-01-01 00:39:43,5,4.02,22.56
8256,2018-01-01 00:28:35,2018-01-01 01:15:37,1,7.43,35.3
36,2018-01-01 00:33:30,2018-01-01 01:03:47,1,6.76,31.56
16835,2018-01-01 00:31:51,2018-01-01 00:46:13,1,3.39,14.3
8900,2018-01-01 00:25:52,2018-01-01 00:32:59,2,1,9.35
7417,2018-01-01 00:35:12,2018-01-01 00:42:56,3,1.2,8.3
6093,2018-01-01 00:54:04,2018-01-01 00:57:51,2,0.6,7.5
409,2018-01-01 00:25:39,2018-01-01 00:32:58,1,1.34,9.3
11302,2018-01-01 00:08:28,2018-01-01 00:34:14,3,5.38,28.34
1529,2018-01-01 00:38:48,2018-01-01 00:46:56,3,1.16,8.8
575,2018-01-01 00:43:36,2018-01-01 00:56:06,1,1.94,10.8
6209,2018-01-01 00:16:02,2018-01-01 00:25:44,1,1.39,12.74
8928,2018-01-01 00:34:41,2018-01-01 00:42:46,1,1.07,9.96
7809,2018-01-01 00:23:24,2018-01-01 00:38:02,1,3,13.8
16488,2018-01-01 00:47:00,2018-01-01 00:53:57,1,1.5,8.8
11450,2018-01-01 00:56:34,2018-01-01 01:06:12,1,2.8,12.8
4162,2018-01-01 00:58:10,2018-01-01 01:03:13,2,1.14,7.3
9837,2018-01-01 00:12:29,2018-01-01 00:14:50,1,0.41,7.71
17707,2018-01-01 00:44:13,2018-01-01 01:08:54,1,5.11,20.3
968,2018-01-01 00:56:45,2018-01-01 01:14:30,1,4.2,19.58
19598,2018-01-01 00:11:07,2018-01-01 00:15:50,1,0.94,8.84
8074,2018-01-01 00:16:59,2018-01-01 00:19:46,1,0.62,5.3
18014,2018-01-01 00:18:05,2018-01-01 00:37:03,1,5.86,26.16
9988,2018-01-01 00:53:46,2018-01-01 01:02:57,1,2.22,14.31
14243,2018-01-01 00:12:45,2018-01-01 00:25:21,2,2.5,12.3
2098,2018-01-01 00:41:37,2018-01-01 00:49:12,3,1.2,9.95
3516,2018-01-01 00:08:05,2018-01-01 00:17:29,1,1.17,8.8
18132,2018-01-01 00:27:22,2018-01-01 00:55:03,1,5.06,24.8
1310,2018-01-01 00:07:21,2018-01-01 00:21:42,1,6.74,21.8
10132,2018-01-01 00:13:20,2018-01-01 00:31:47,1,4.54,21.62
18197,2018-01-01 00:48:31,2018-01-01 01:18:57,1,5.37,24.3
9130,2018-01-01 00:07:18,2018-01-01 00:34:43,1,6.57,26.8
14739,2018-01-01 00:57:00,2018-01-01 01:02:03,1,1.18,7.3
15880,2018-01-01 00:05:07,2018-01-01 00:13:07,6,1.65,8.8
267,2018-01-01 00:56:49,2018-01-01 01:06:54,6,1.62,9.8
13176,2018-01-01 00:35:20,2018-01-01 00:54:56,1,6.13,22.3
8703,2018-01-01 00:55:54,2018-01-01 01:06:30,1,2.39,12.3
4203,2018-01-01 00:55:33,2018-01-01 01:13:50,1,2.63,15.3
17660,2018-01-01 00:03:43,2018-01-01 00:11:31,1,2.16,9.8
7663,2018-01-01 00:20:33,2018-01-01 00:27:56,1,1.67,11.16
17038,2018-01-01 00:29:26,2018-01-01 00:34:01,1,1.06,9.49
9642,2018-01-01 00:53:58,2018-01-01 01:19:09,1,8.81,33.3
19704,2018-01-01 00:06:30,2018-01-01 00:21:59,1,3,17.75
175,2018-01-01 00:28:58,2018-01-01 00:37:39,1,1.6,11.15
9577,2018-01-01 00:40:33,2018-01-01 00:47:22,1,1.6,9.55
4281,2018-01-01 00:53:44,2018-01-01 01:04:12,1,2.3,14.65
1074,2018-01-01 00:58:12,2018-01-01 01:19:45,1,4.05,24.51
17320,2018-01-01 00:17:22,2018-01-01 00:20:47,1,0.5,5.8
7427,2018-01-01 01:00:07,2018-01-01 01:19:52,1,3.83,21.62
985,2018-01-01 00:14:23,2018-01-01 23:44:27,1,1.33,8.8
5040,2018-01-01 00:35:31,2018-01-01 00:39:53,1,0.74,6.3
3630,2018-01-01 00:43:17,2018-01-01 00:50:08,1,0.89,7.8
2797,2018-01-01 00:53:16,2018-01-01 01:01:19,1,2.76,11.3
751,2018-01-01 00:07:57,2018-01-01 00:08:01,1,0,20
11552,2018-01-01 00:22:47,2018-01-01 00:35:12,1,2.35,15.99
18810,2018-01-01 00:53:26,2018-01-01 01:03:09,1,1.74,9.8
5426,2018-01-01 00:30:26,2018-01-01 00:45:35,1,4.55,17.3
16879,2018-01-01 00:09:55,2018-01-01 00:27:19,1,4.5,18.3
7378,2018-01-01 00:55:57,2018-01-01 01:08:35,1,2.64,11.8
13123,2018-01-01 00:12:58,2018-01-01 00:54:30,1,16.48,49.8
12779,2018-01-01 00:56:04,2018-01-01 01:09:00,1,2.17,12.3
1848,2018-01-01 00:19:47,2018-01-01 00:35:23,1,4.92,23.3
12849,2018-01-01 00:50:20,2018-01-01 01:01:41,1,2.55,11.8
14287,2018-01-01 00:05:57,2018-01-01 00:21:09,1,8.76,30.96
201,2018-01-01 00:41:46,2018-01-01 00:44:47,1,0.44,5.3
16592,2018-01-01 00:19:04,2018-01-01 00:42:26,1,3.85,19.3
1913,2018-01-01 00:48:44,2018-01-01 01:07:19,1,3.48,21.51
3435,2018-01-01 00:10:50,2018-01-01 00:36:17,2,14.9,41.3
9278,2018-01-01 00:53:26,2018-01-01 01:06:00,2,3.4,16
10436,2018-01-01 00:31:07,2018-01-01 00:44:21,1,2.65,12.8
18662,2018-01-01 00:50:56,2018-01-01 01:01:33,1,2.38,11.8
8229,2018-01-01 00:30:43,2018-01-01 00:30:47,5,0,26
19833,2018-01-01 00:18:02,2018-01-01 00:24:50,5,1.18,7.8
3877,2018-01-01 00:27:33,2018-01-01 00:35:08,5,1.44,8.8
4620,2018-01-01 00:58:27,2018-01-01 01:03:27,5,0.67,7.88
3223,2018-01-01 00:03:31,2018-01-01 00:14:05,1,2.53,11.8
2536,2018-01-01 00:26:46,2018-01-01 01:08:08,1,9.78,36.3
11650,2018-01-01 00:31:00,2018-01-01 00:42:39,1,1.19,9.8
10706,2018-01-01 00:00:24,2018-01-01 00:16:59,2,5.83,19.3
12865,2018-01-01 00:48:42,2018-01-02 00:16:59,2,7.64,26.56
11254,2018-01-01 00:14:49,2018-01-01 00:22:51,1,1.86,11.16
5753,2018-01-01 00:47:10,2018-01-01 00:49:23,1,0,4.8
1941,2018-01-01 00:25:50,2018-01-01 00:51:30,1,9.7,35.3
2651,2018-01-01 00:56:16,2018-01-01 01:04:54,1,1.45,12.75
7206,2018-01-01 00:12:51,2018-01-01 00:21:43,2,1.99,10.3
15631,2018-01-01 00:11:22,2018-01-01 00:13:53,1,0.46,6.36
13742,2018-01-01 00:40:21,2018-01-01 00:50:00,1,1.86,10.3
16624,2018-01-01 00:11:57,2018-01-01 00:14:07,1,0.81,5.8
4110,2018-01-01 00:32:33,2018-01-01 00:37:53,1,1.18,7.3
15828,2018-01-01 00:50:22,2018-01-01 00:52:42,1,0.69,6.5
1948,2018-01-01 00:14:27,2018-01-01 00:34:38,1,5.78,21.8
7967,2018-01-01 00:55:08,2018-01-01 00:57:13,1,0.61,5.3
1930,2018-01-01 00:25:21,2018-01-01 00:33:25,1,1.4,8.8
3875,2018-01-01 00:07:09,2018-01-01 00:35:19,1,9.69,38.16
10269,2018-01-01 00:50:47,2018-01-01 01:15:26,1,4.31,24.36
7061,2018-01-01 00:18:30,2018-01-01 00:24:05,1,1.63,8.3
4372,2018-01-01 00:25:16,2018-01-01 00:36:55,1,5.85,22.56
11084,2018-01-01 00:12:48,2018-01-01 00:24:33,1,2.42,14.16
17330,2018-01-01 00:32:55,2018-01-01 00:38:41,1,1.71,9.96
16886,2018-01-01 00:19:40,2018-01-01 00:32:40,1,3.67,25
5346,2018-01-01 00:42:29,2018-01-01 00:47:27,1,0.8,6.3
4563,2018-01-01 00:55:14,2018-01-01 01:12:38,1,3.4,15.8
18625,2018-01-01 00:12:25,2018-01-01 00:17:50,1,1.06,7.3
16301,2018-01-01 00:29:09,2018-01-01 00:34:22,1,1.31,7.8
13653,2018-01-01 00:40:49,2018-01-01 01:01:25,2,5.45,24.96
11828,2018-01-01 00:23:04,2018-01-01 00:32:49,1,2.72,11.8
1057,2018-01-01 00:30:35,2018-01-01 01:08:19,1,9.81,36.3
17132,2018-01-01 00:20:12,2018-01-01 00:25:49,1,1.11,7.3
5738,2018-01-01 00:28:21,2018-01-01 00:32:39,1,0.99,6.8
18992,2018-01-01 00:33:24,2018-01-01 00:41:23,1,1.92,9.8
6518,2018-01-01 00:42:43,2018-01-01 00:49:28,1,1,9.36
12046,2018-01-01 00:53:36,2018-01-01 00:58:58,1,1.1,7.3
12762,2018-01-01 01:04:53,2018-01-01 01:17:06,1,3.08,14.8
13061,2017-12-31 23:41:48,2017-12-31 23:53:11,1,1.98,13.56
9374,2018-01-01 00:08:31,2018-01-01 00:17:28,2,1.85,10.3
11153,2018-01-01 00:20:02,2018-01-01 00:27:25,1,1.23,10.79
3189,2017-12-31 23:59:10,2018-01-01 00:09:11,1,3.66,20.06
16025,2018-01-01 00:19:05,2018-01-01 00:31:13,1,2.85,12.8
4142,2018-01-01 00:45:33,2018-01-01 00:48:08,1,0.49,5.3
1323,2018-01-01 00:52:56,2018-01-01 01:01:46,1,1.6,9.3
19091,2018-01-01 00:21:03,2018-01-01 00:27:30,1,1.6,8.3
6105,2018-01-01 00:12:05,2018-01-01 00:27:20,1,4.38,21.84
1124,2018-01-01 00:13:06,2018-01-01 00:16:05,5,0.59,5.3
15187,2018-01-01 00:24:38,2018-01-01 00:37:48,5,6.19,20.8
10055,2018-01-01 00:54:29,2018-01-01 00:59:14,5,1.02,8.84
8047,2018-01-01 00:11:04,2018-01-01 00:19:35,1,1.9,9.8
4739,2018-01-01 00:54:49,2018-01-01 01:10:53,1,3.33,15.3
8177,2018-01-01 00:27:39,2018-01-01 00:41:41,1,3.17,13.3
5459,2018-01-01 00:43:51,2018-01-01 01:11:01,1,9.28,35.76
7797,2018-01-01 01:04:31,2018-01-01 01:18:51,1,5.34,22.88
11905,2018-01-01 00:11:56,2018-01-01 00:26:35,1,3.1,17.15
6708,2018-01-01 00:37:04,2018-01-01 00:44:29,1,1.6,11.15
5308,2018-01-01 00:48:52,2018-01-01 00:57:08,1,0.9,8.3
17305,2018-01-01 00:34:57,2018-01-01 00:40:16,1,0.9,6.8
11747,2018-01-01 00:55:30,2018-01-01 01:06:36,2,1.24,9.8
9736,2018-01-01 00:34:19,2018-01-01 00:48:03,1,4.62,17.8
109,2018-01-01 00:18:10,2018-01-01 00:42:22,1,7.7,34.1
3231,2018-01-01 00:14:51,2018-01-01 00:40:37,1,7.77,33.96
10472,2018-01-01 00:48:34,2018-01-01 00:51:25,1,1.1,0
8118,2018-01-01 00:15:47,2018-01-01 00:20:15,1,0.93,8.5
9106,2018-01-01 00:27:47,2018-01-01 00:30:46,1,0.51,6.96
8663,2018-01-01 00:39:12,2018-01-01 00:46:52,1,1.31,10.56
18474,2018-01-01 00:56:54,2018-01-01 01:01:28,1,0.82,6.8
15715,2018-01-01 00:12:56,2018-01-01 00:18:26,1,1.07,7.3
3538,2018-01-01 00:32:27,2018-01-01 00:45:10,1,1.66,10.8
15665,2018-01-01 00:38:25,2018-01-01 00:53:54,1,6.46,21.8
7004,2018-01-01 00:24:55,2018-01-01 00:36:41,1,2.6,11.8
17534,2018-01-01 00:26:26,2018-01-01 00:43:26,6,3.65,19.12
12557,2018-01-01 00:19:05,2018-01-01 00:30:32,1,1.79,12.88
7559,2018-01-01 00:52:06,2018-01-01 01:00:06,1,2.1,10.3
9279,2018-01-01 00:27:43,2018-01-01 00:32:46,4,2,9.3
16782,2018-01-01 00:49:35,2018-01-01 01:00:44,3,1.5,10.3
3727,2018-01-01 00:33:16,2018-01-01 00:43:16,1,3.73,13.8
18832,2018-01-01 00:06:46,2018-01-01 00:12:51,1,1.57,8.3
6712,2018-01-01 00:25:55,2018-01-01 00:32:00,1,1.14,7.3
14883,2018-01-01 00:33:30,2018-01-01 00:41:29,1,0.98,9.96
15651,2018-01-01 01:00:36,2018-01-01 01:07:20,1,1.2,9.36
19992,2018-01-01 00:12:28,2018-01-01 00:18:24,1,1.12,7.8
18870,2018-01-01 00:19:49,2018-01-01 00:20:19,1,0,6
4457,2018-01-01 00:21:48,2018-01-01 00:22:17,1,0,5
8758,2018-01-01 00:19:39,2018-01-01 00:27:46,1,1.8,9.8
18806,2018-01-01 00:36:55,2018-01-01 00:43:59,1,1.7,18.3
13197,2018-01-01 00:52:12,2018-01-01 00:57:27,1,0.9,8.15
19017,2018-01-01 00:47:38,2018-01-01 00:59:10,1,3.88,14.8
13203,2018-01-01 00:16:44,2018-01-01 00:22:52,1,1.14,7.8
7956,2018-01-01 00:38:33,2018-01-01 00:47:11,1,1.57,9.3
16999,2018-01-01 00:40:19,2018-01-01 00:43:09,1,0.53,5.3
12838,2018-01-01 00:16:10,2018-01-01 00:35:16,1,6.16,24.7
18800,2018-01-01 00:41:36,2018-01-01 00:49:06,1,1.2,9
15284,2018-01-01 01:01:34,2018-01-01 01:18:08,1,5.64,20.8
2666,2018-01-01 00:14:54,2018-01-01 00:20:20,1,2.4,12.25
17734,2018-01-01 00:34:44,2018-01-01 00:47:52,1,3.38,13.8
10513,2018-01-01 00:06:01,2018-01-01 00:12:32,1,2.7,10.8
10099,2018-01-01 00:15:16,2018-01-01 00:28:53,1,5.8,24.1
8427,2018-01-01 00:38:35,2018-01-01 00:52:04,1,6.3,27
16899,2018-01-01 00:55:17,2018-01-01 01:00:20,1,0.7,8.15
19604,2018-01-01 00:45:58,2018-01-01 00:58:21,1,2.24,11.3
11820,2018-01-01 00:10:19,2018-01-01 00:23:09,1,2.1,11.8
2056,2018-01-01 00:24:20,2018-01-01 00:42:48,6,1.89,12.3
13015,2018-01-01 00:51:30,2018-01-01 01:05:42,6,3.07,13.8
16267,2018-01-01 00:49:46,2018-01-01 00:54:10,1,0.63,6.3
18564,2018-01-01 00:33:20,2018-01-01 00:41:37,1,0.97,8.3
11507,2018-01-01 00:52:05,2018-01-01 00:54:27,1,0.44,4.8
8487,2018-01-01 00:15:44,2018-01-01 00:51:20,5,5.16,30.36
382,2018-01-01 00:24:06,2018-01-01 00:28:24,1,1.06,6.8
131,2018-01-01 00:30:14,2018-01-01 00:33:39,1,1.01,6.3
9933,2018-01-01 00:43:03,2018-01-01 00:55:11,1,2.12,11.3
1077,2018-01-01 00:47:30,2018-01-01 00:54:30,5,1.26,9.96
2425,2018-01-01 00:55:14,2018-01-01 00:58:23,5,0.54,6.36
10274,2018-01-01 00:19:34,2018-01-01 00:53:20,6,7.6,35.8
14399,2018-01-01 00:37:21,2018-01-01 01:03:20,1,5.7,23.8
11622,2018-01-01 00:06:17,2018-01-01 00:20:58,3,3.09,13.8
16116,2018-01-01 00:36:43,2018-01-01 00:57:14,3,2.74,16.3
7349,2018-01-01 01:01:22,2018-01-01 01:19:03,3,5.16,23.76
12954,2018-01-01 00:37:17,2018-01-01 00:51:17,1,2.94,16.8
6802,2018-01-01 00:33:28,2018-01-01 00:38:22,1,1.38,7.3
4572,2018-01-01 00:40:14,2018-01-01 00:52:07,1,1.33,9.8
11748,2018-01-01 00:12:31,2018-01-01 00:16:18,1,0.58,7.25
9239,2018-01-01 00:29:29,2018-01-01 00:39:12,1,1.52,9.8
19225,2018-01-01 00:50:39,2018-01-01 01:28:08,1,7.8,45.3
10847,2018-01-01 00:29:56,2018-01-01 00:40:48,1,2.15,14.8
4136,2018-01-01 00:52:49,2018-01-01 01:01:39,1,2.05,10.3
8382,2018-01-01 00:13:17,2018-01-01 00:18:19,1,1.17,9.12
6551,2018-01-01 00:29:15,2018-01-01 00:53:56,1,11.48,39
4284,2018-01-01 00:22:35,2018-01-01 00:25:45,1,0.49,5.3
9495,2018-01-01 00:28:30,2018-01-01 01:07:22,1,12.04,48.36
19235,2018-01-01 00:26:50,2018-01-01 00:35:46,1,1.88,10.3
298,2018-01-01 00:41:10,2018-01-01 00:45:07,1,0.62,5.8
11557,2018-01-01 01:02:33,2018-01-01 01:05:54,1,0.72,5.8
15661,2018-01-01 00:25:11,2018-01-01 00:44:14,1,5.6,20.8
9954,2018-01-01 00:35:43,2018-01-01 00:35:52,1,0.4,3.8
3955,2018-01-01 00:09:38,2018-01-01 00:16:50,3,1.78,9.3
4308,2018-01-01 00:33:14,2018-01-01 01:07:16,3,10.33,43.5
7663,2018-01-01 00:27:48,2018-01-01 00:33:06,1,0.82,6.8
2624,2018-01-01 00:37:48,2018-01-01 00:45:02,1,1.3,8.8
18035,2018-01-01 00:47:25,2018-01-01 01:07:20,1,5.26,20.3
7744,2018-01-01 00:26:27,2018-01-01 00:31:06,5,1.7,10.79
14555,2018-01-01 00:16:50,2018-01-01 00:41:50,1,4.99,21.3
5963,2018-01-01 00:49:14,2018-01-01 01:08:23,1,2.87,18.78
18595,2018-01-01 00:16:37,2018-01-01 00:48:37,1,6.01,33.54
8333,2018-01-01 00:59:24,2018-01-01 01:05:18,1,1.6,14.91
15879,2018-01-01 00:22:50,2018-01-01 00:35:36,1,3.47,14.8
6464,2018-01-01 00:53:33,2018-01-01 01:04:03,1,2.32,14.69
19242,2018-01-01 00:31:39,2018-01-01 00:47:24,1,3.59,15.3
16990,2018-01-01 00:22:13,2018-01-01 00:29:51,1,1.05,8.3
11702,2018-01-01 00:44:58,2018-01-01 00:49:48,1,0.89,6.8
9618,2018-01-01 00:55:55,2018-01-01 01:05:10,1,2.42,11.8
9564,2018-01-01 00:18:09,2018-01-01 00:34:43,1,3.16,22.11
17017,2018-01-01 00:16:38,2018-01-01 00:20:54,1,0.54,7.56
10454,2018-01-01 00:30:34,2018-01-01 00:35:09,1,1.21,7.3
543,2018-01-01 00:15:06,2018-01-01 00:24:38,4,1.93,10.3
5018,2018-01-01 00:28:36,2018-01-01 00:42:32,1,3.49,14.8
9745,2018-01-01 00:55:29,2018-01-01 00:58:26,1,0.53,5.3
2393,2018-01-01 00:03:57,2018-01-01 00:13:00,1,1.7,9.8
4266,2018-01-01 00:26:38,2018-01-01 00:39:31,1,2.6,14.72
15245,2018-01-01 00:50:46,2018-01-01 01:11:59,1,3.5,19.9
17729,2018-01-01 01:01:43,2018-01-01 01:13:16,1,2.3,11.8
10598,2018-01-01 00:09:32,2018-01-01 00:22:30,1,2.52,16.64
14997,2018-01-01 00:34:07,2018-01-01 00:44:09,1,2.57,11.8
8882,2018-01-01 00:59:30,2018-01-01 01:18:44,2,4.23,20
15665,2018-01-01 00:10:19,2018-01-01 00:28:41,2,3.8,16.8
6141,2018-01-01 00:43:33,2018-01-01 01:01:30,3,3.54,18.8
14083,2018-01-01 00:20:22,2018-01-01 00:32:29,1,2.59,12.3
6466,2018-01-01 00:59:05,2018-01-01 01:06:18,1,1.42,8.3
8486,2018-01-01 00:32:01,2018-01-01 00:51:05,5,3.6,19.56
1775,2018-01-01 00:59:42,2018-01-01 01:32:52,2,9.72,34.3
15823,2018-01-01 00:32:24,2018-01-01 00:35:15,1,0.49,6.36
1957,2018-01-01 00:37:20,2018-01-01 01:00:59,1,6.65,25.3
12101,2018-01-01 00:17:51,2018-01-01 00:25:02,1,1.13,9.96
18711,2018-01-01 00:27:56,2018-01-01 00:35:40,1,1.21,10.56
13744,2018-01-01 00:38:06,2018-01-01 00:42:17,1,0.72,6.3
15424,2018-01-01 00:45:15,2018-01-01 00:52:53,1,1.32,10.56
9161,2018-01-01 00:19:31,2018-01-01 00:29:18,1,2.06,10.8
9746,2018-01-01 00:35:19,2018-01-01 00:39:47,1,0.68,6.3
17193,2018-01-01 00:50:42,2018-01-01 01:00:28,2,1.99,13.39
12795,2018-01-01 00:03:49,2018-01-01 00:44:18,1,8.05,41
532,2018-01-01 00:31:34,2018-01-01 00:43:34,1,2.11,11.8
12340,2018-01-01 00:46:51,2018-01-01 01:35:43,1,10.51,48.36
3810,2018-01-01 00:19:05,2018-01-01 00:22:31,1,0.7,5.8
19618,2018-01-01 00:12:12,2018-01-01 00:18:35,1,1,7.8
19465,2018-01-01 00:25:10,2018-01-01 00:30:26,1,1.04,7.3
8300,2018-01-01 00:34:00,2018-01-01 00:40:58,1,1.36,10.38
11914,2018-01-01 00:44:40,2018-01-01 01:00:23,1,4.63,17.8
12696,2018-01-01 00:23:56,2018-01-01 00:31:17,1,1.4,9.3
11729,2018-01-01 00:51:28,2018-01-01 00:58:26,1,1.5,8.3
8859,2018-01-01 00:30:24,2018-01-01 00:36:27,1,1.66,10.38
5942,2018-01-01 00:51:27,2018-01-01 01:06:58,1,2.57,20.54
19175,2018-01-01 00:07:26,2018-01-01 00:15:19,1,1.28,8.8
16750,2018-01-01 00:21:15,2018-01-01 00:26:39,1,1.47,9.75
57,2018-01-01 00:25:35,2018-01-01 00:50:28,1,9.8,38.75
5153,2018-01-01 00:51:39,2018-01-01 01:01:49,1,1.8,11.8
15941,2018-01-01 00:26:42,2018-01-01 00:42:34,1,8.6,40
5073,2018-01-01 00:06:53,2018-01-01 00:22:57,1,3.83,18.96
4440,2018-01-01 00:31:10,2018-01-01 00:42:39,1,1.88,10.8
8475,2018-01-01 00:56:49,2018-01-01 00:59:22,1,0.69,6.89
10140,2018-01-01 01:03:06,2018-01-01 01:39:49,1,8.58,29.8
14121,2018-01-01 00:36:43,2018-01-01 00:50:07,1,2.72,12.8
10608,2018-01-01 00:17:09,2018-01-01 00:38:23,5,7.55,25.8
14205,2018-01-01 00:41:47,2018-01-01 01:03:49,5,3.18,19.8
13337,2018-01-01 00:34:56,2018-01-01 00:37:02,1,0.43,4.8
11010,2018-01-01 00:39:50,2018-01-01 00:58:55,1,3.14,18.96
1570,2018-01-01 00:09:48,2018-01-01 00:21:33,1,2.65,12.3
1947,2018-01-01 00:33:24,2018-01-01 00:40:31,1,0.9,7.8
1531,2018-01-01 00:51:35,2018-01-01 00:57:37,1,1.25,7.8
16100,2018-01-01 00:43:19,2018-01-01 00:48:48,1,1.25,9.3
19990,2018-01-01 00:53:54,2018-01-01 01:05:47,1,2.08,11.3
11418,2018-01-01 00:11:28,2018-01-01 00:14:32,1,0.66,5.8
7816,2018-01-01 00:21:52,2018-01-01 00:25:23,1,0.39,5.8
10673,2018-01-01 00:28:54,2018-01-01 00:42:01,1,5.17,20.3
16607,2018-01-01 00:17:25,2018-01-01 00:20:06,1,0.4,5.3
1013,2018-01-01 00:22:02,2018-01-01 00:34:06,1,3,16
19377,2018-01-01 00:40:29,2018-01-01 00:48:37,1,1.4,8.3
8244,2018-01-01 00:20:03,2018-01-01 00:25:06,1,0.8,6.8
10234,2018-01-01 00:33:59,2018-01-01 00:41:34,1,1.4,9.95
15115,2018-01-01 00:44:12,2018-01-01 00:50:34,1,1.1,7.8
8961,2018-01-01 00:54:05,2018-01-01 00:56:20,1,0.4,5.3
5007,2018-01-01 00:57:48,2018-01-01 01:15:39,1,5,19.3
6577,2018-01-01 00:21:49,2018-01-01 00:33:58,1,2.74,11.8
5695,2018-01-01 00:45:36,2018-01-01 00:50:46,1,1.03,7.3
5612,2018-01-01 00:51:49,2018-01-01 00:54:41,1,0.53,5.3
9106,2018-01-01 00:58:42,2018-01-01 01:05:46,1,1.68,8.8
362,2018-01-01 00:35:36,2018-01-01 00:51:26,1,2.78,13.8
14219,2018-01-01 00:14:22,2018-01-01 00:19:40,1,1.07,7.3
11672,2018-01-01 00:27:50,2018-01-01 00:34:42,1,0.96,9.36
4861,2018-01-01 00:43:46,2018-01-01 00:47:23,1,0.49,5.8
19577,2018-01-01 00:57:49,2018-01-01 01:00:27,1,0.53,5.3
10528,2018-01-01 00:43:15,2018-01-01 00:46:07,1,0.56,5.3
4150,2018-01-01 00:20:27,2018-01-01 00:48:12,1,6.42,30.36
18737,2018-01-01 00:55:28,2018-01-01 01:05:37,1,1.94,12.88
5317,2018-01-01 01:12:08,2018-01-01 01:36:53,1,4.44,25.9
12843,2018-01-01 00:28:57,2018-01-01 00:40:53,1,2.6,11.8
2436,2018-01-01 00:41:15,2018-01-01 00:51:36,1,1.5,9.3
11634,2018-01-01 00:59:55,2018-01-01 01:12:26,1,2.4,11.3
8414,2018-01-01 00:00:11,2018-01-01 00:06:56,1,0.85,8.76
12684,2018-01-01 00:27:20,2018-01-01 00:34:21,3,1.48,9.96
7824,2018-01-01 00:40:02,2018-01-01 01:00:39,3,5.97,26.16
8264,2018-01-01 00:32:32,2018-01-01 00:39:43,1,2.32,12.25
6953,2018-01-01 00:47:30,2018-01-01 00:52:31,1,1.34,8.76
15087,2018-01-01 00:57:42,2018-01-01 01:06:04,1,2.23,11.76
271,2018-01-01 00:09:35,2018-01-01 00:25:03,2,1.59,12.8
18651,2018-01-01 00:42:09,2018-01-01 00:46:32,2,0.66,9.51
2895,2018-01-01 00:54:39,2018-01-01 01:12:51,2,2.83,15.3
12415,2018-01-01 00:08:41,2018-01-01 00:43:30,1,7.7,39.35
5344,2018-01-01 00:39:58,2018-01-01 00:51:02,1,2.19,13.56
12249,2018-01-01 00:56:17,2018-01-01 01:06:51,1,1.97,13.39
11878,2018-01-01 00:58:41,2018-01-01 01:03:30,1,1,6.8
6477,2018-01-01 00:36:06,2018-01-01 00:42:02,1,1,7.3
7166,2018-01-01 00:58:46,2018-01-01 01:21:19,1,4,18.8
16379,2018-01-01 00:20:56,2018-01-01 00:36:34,1,2.59,13.8
18131,2018-01-01 00:39:01,2018-01-01 00:41:10,1,0.38,4.8
19809,2018-01-01 00:44:19,2018-01-01 01:10:14,1,8.15,28.8
6941,2018-01-01 00:14:02,2018-01-01 00:27:23,1,2.72,13.3
