TaxiID,lpep_pickup_datetime,lpep_dropoff_datetime,passenger_count,trip_distance,total_amount
15750,2018-01-01 00:24:49,2018-01-01 00:57:33,1,9.3,39.35
10940,2018-01-01 00:35:21,2018-01-01 00:54:50,1,4.16,23.31
5325,2018-01-01 00:37:16,2018-01-01 00:46:02,1,1.95,10.3
37,2018-01-01 00:48:56,2018-01-01 01:04:39,1,2.81,14.3
6907,2018-01-01 00:15:50,2018-01-01 00:29:57,1,2.57,13.3
17266,2018-01-01 00:09:41,2018-01-01 00:19:10,1,1.43,9.8
9880,2018-01-01 00:43:45,2018-01-01 01:17:23,1,10.41,42
18753,2018-01-01 00:17:58,2018-01-01 00:29:45,1,2.62,12.3
6973,2018-01-01 00:30:14,2018-01-01 00:58:37,1,10.99,34.8
19311,2018-01-01 00:37:01,2018-01-01 00:43:58,1,1.67,12.51
6309,2018-01-01 00:35:06,2018-01-01 00:43:56,2,1.87,13.71
17713,2018-01-01 00:44:57,2018-01-01 01:09:21,2,10.68,33.3
12346,2018-01-01 00:08:18,2018-01-01 00:20:49,1,4.5,16.3
8158,2018-01-01 00:08:51,2018-01-01 00:33:48,1,8.2,33.35
12494,2018-01-01 00:40:30,2018-01-01 01:15:15,1,10,42.95
19953,2018-01-01 00:17:45,2018-01-01 00:27:22,1,1.48,9.3
5791,2018-01-01 00:41:48,2018-01-01 01:12:09,1,5.71,30.36
13476,2018-01-01 00:29:35,2018-01-01 00:41:55,2,3.9,17.02
15766,2018-01-01 00:15:08,2018-01-01 00:42:53,5,4.1,20.3
4923,2018-01-01 00:59:16,2018-01-01 01:02:37,5,0.61,5.8
14818,2018-01-01 00:26:16,2018-01-01 00:49:26,1,5.71,25.8
9221,2018-01-01 00:26:44,2018-01-01 00:33:53,2,1.89,9.3
12745,2018-01-01 00:43:35,2018-01-01 00:56:06,2,2.27,14.16
214,2018-01-01 00:09:48,2018-01-01 00:21:50,1,1.88,14.69
8832,2018-01-01 00:40:37,2018-01-01 00:46:55,3,1.23,11.8
18067,2018-01-01 00:13:41,2018-01-01 00:28:56,1,5.4,19.3
6737,2018-01-01 00:49:03,2018-01-01 01:12:24,1,5.77,26.76
7618,2018-01-01 00:18:56,2018-01-01 00:28:26,1,2.46,14.69
10962,2018-01-01 00:58:35,2018-01-01 01:14:03,1,2.69,14.3
391,2018-01-01 00:18:02,2018-01-01 00:34:25,1,3.79,15.8
14653,2018-01-01 01:03:28,2018-01-01 01:08:12,1,0.63,7.56
16826,2018-01-01 00:18:57,2018-01-01 00:28:21,5,1.73,12.25
2566,2018-01-01 00:59:59,2018-01-01 01:07:50,1,2.36,10.8
12527,2018-01-01 00:07:57,2018-01-01 00:15:38,1,0,8.76
18600,2018-01-01 00:21:43,2018-01-01 00:27:28,1,0,7.3
18809,2018-01-01 00:04:03,2018-01-01 00:06:13,1,0.24,-4.8
12481,2018-01-01 00:04:03,2018-01-01 00:06:13,1,0.24,4.8
11316,2018-01-01 01:01:02,2018-01-01 01:23:10,1,7.54,25.3
12515,2018-01-01 00:12:38,2018-01-01 00:28:13,1,6.51,21.8
15627,2018-01-01 00:44:29,2018-01-01 00:56:16,1,3.74,18.5
1370,2018-01-01 00:26:06,2018-01-01 00:35:18,2,1.7,9.3
11272,2018-01-01 00:08:45,2018-01-01 00:22:51,1,7.9,24.3
17823,2018-01-01 00:50:07,2018-01-01 01:11:40,1,9.2,35.15
12608,2018-01-01 00:06:45,2018-01-01 00:35:20,1,4.57,26.16
2259,2018-01-01 00:45:34,2018-01-01 00:59:16,1,2.3,12.8
14967,2018-01-01 00:26:11,2018-01-01 00:40:35,1,3.06,14.3
18481,2018-01-01 00:56:20,2018-01-01 01:08:30,1,1.97,11.3
18001,2018-01-01 00:28:20,2018-01-01 00:38:50,1,3.25,16.3
5584,2018-01-01 00:58:28,2018-01-01 01:23:58,1,7.21,25.8
8237,2018-01-01 00:27:48,2018-01-01 00:39:54,1,2.31,12.3
7718,2018-01-01 00:18:05,2018-01-01 00:21:08,1,0.69,5.8
18806,2018-01-01 00:27:03,2018-01-01 00:31:46,1,0.69,6.3
3396,2018-01-01 00:49:18,2018-01-01 01:03:05,1,4.19,26.47
17750,2018-01-01 00:29:07,2018-01-01 00:48:22,1,3.7,21.6
6185,2018-01-01 00:50:46,2018-01-01 00:56:52,2,1.17,7.3
3109,2018-01-01 00:21:30,2018-01-01 00:23:14,2,0.24,4.8
15616,2018-01-01 00:26:21,2018-01-01 00:38:56,2,3.4,13.8
18437,2018-01-01 00:50:45,2018-01-01 01:05:23,2,3.07,13.8
5317,2018-01-01 00:16:50,2018-01-01 00:40:33,1,7.73,25.8
17232,2018-01-01 00:03:33,2018-01-01 00:23:59,1,6.47,23.3
4746,2018-01-01 00:29:43,2018-01-01 00:39:45,1,1.47,10.3
9895,2018-01-01 00:40:31,2018-01-01 00:46:04,1,1.02,6.8
19123,2018-01-01 00:58:25,2018-01-01 01:01:00,1,0.46,6.89
272,2018-01-01 00:26:33,2018-01-01 00:35:10,1,1.59,11.16
18593,2018-01-01 00:46:30,2018-01-01 00:59:08,1,2.63,15.36
15026,2018-01-01 00:08:15,2018-01-01 00:12:45,5,0.9,6.8
4213,2018-01-01 00:24:42,2018-01-01 00:29:44,5,0.84,6.8
11218,2018-01-01 00:39:08,2018-01-01 00:52:57,5,2.31,12.8
14608,2018-01-01 00:32:25,2018-01-01 00:42:23,1,1.74,12.25
19450,2018-01-01 00:53:24,2018-01-01 01:19:14,1,4.65,24.96
3900,2018-01-01 00:23:39,2018-01-01 00:41:27,1,5.74,19.8
6800,2018-01-01 00:16:53,2018-01-01 00:29:02,1,2.34,13.3
18305,2018-01-01 00:43:47,2018-01-01 00:47:25,1,1.02,8.8
221,2018-01-01 00:52:02,2018-01-01 01:21:03,1,7.24,34.75
1238,2018-01-01 00:06:05,2018-01-01 00:15:20,1,1.88,10.3
6308,2018-01-01 00:18:17,2018-01-01 00:33:12,1,6.38,21.3
6223,2018-01-01 00:47:41,2018-01-01 01:09:54,6,3.14,18.8
18137,2018-01-01 00:33:40,2018-01-01 00:59:13,1,6.1,23.3
3288,2018-01-01 00:50:25,2018-01-01 01:03:35,1,2.2,11.8
1520,2018-01-01 01:01:13,2018-01-01 01:17:01,1,4.54,17.8
7992,2018-01-01 00:03:07,2018-01-01 00:10:53,1,1.12,8.3
19474,2018-01-01 00:38:21,2018-01-01 01:26:38,1,12.81,53.76
13324,2018-01-01 00:18:34,2018-01-01 00:38:12,1,3.93,18.8
17674,2018-01-01 00:38:57,2018-01-01 01:00:31,1,3.79,20
9470,2018-01-01 00:23:04,2018-01-01 00:36:22,1,2.4,12.3
2279,2018-01-01 00:43:51,2018-01-01 00:48:56,1,0.7,6.8
3630,2018-01-01 00:37:19,2018-01-01 00:47:49,1,2.1,13.55
9211,2018-01-01 00:40:14,2018-01-01 01:10:15,1,6.71,31.56
9137,2018-01-01 00:54:05,2018-01-01 00:58:04,1,0.74,5.8
16028,2018-01-01 00:14:18,2018-01-01 00:16:12,1,0.34,-4.8
11183,2018-01-01 00:14:18,2018-01-01 00:16:12,1,0.34,4.8
3823,2018-01-01 00:15:56,2018-01-01 00:21:53,1,1.16,7.3
14739,2018-01-01 00:23:10,2018-01-01 00:43:12,1,4.09,17.8
204,2018-01-01 00:23:16,2018-01-01 00:29:00,2,1.1,7.3
12762,2018-01-01 00:36:55,2018-01-01 00:50:45,1,3.3,13.8
10166,2018-01-01 00:58:14,2018-01-01 01:02:36,1,0.8,8.8
11357,2018-01-01 00:31:03,2018-01-01 00:39:57,1,1.98,12.74
3219,2018-01-01 00:45:30,2018-01-01 00:54:38,1,2.81,12.8
3961,2018-01-01 00:07:34,2018-01-01 00:17:38,1,1.75,11.8
7231,2018-01-01 00:30:48,2018-01-01 00:52:54,2,4.74,19.3
1893,2018-01-01 00:10:04,2018-01-01 00:18:30,1,1.2,11
1692,2018-01-01 00:35:02,2018-01-01 01:00:10,2,6,26.22
10245,2018-01-01 00:16:17,2018-01-01 00:22:12,2,1.31,9.36
7607,2018-01-01 00:45:21,2018-01-01 01:05:24,1,3.56,16.3
19645,2018-01-01 01:01:13,2018-01-01 01:22:04,2,3.95,17.8
12237,2018-01-01 00:36:16,2018-01-01 00:42:55,1,1.37,8.3
15187,2018-01-01 00:39:21,2018-01-01 00:48:23,2,2.26,12.36
2738,2018-01-01 00:53:02,2018-01-01 01:02:55,2,2.12,10.8
11499,2018-01-01 00:36:38,2018-01-01 00:51:05,1,4.77,21.96
13304,2018-01-01 01:04:08,2018-01-01 01:22:35,1,2.96,15.3
6534,2018-01-01 00:31:51,2018-01-01 00:33:24,1,0.26,5.8
17920,2018-01-01 00:36:49,2018-01-01 00:44:50,1,1.58,9.3
1111,2018-01-01 00:46:51,2018-01-01 01:13:36,1,4.55,21.3
10532,2018-01-01 00:56:21,2018-01-01 00:56:28,1,0.04,-3.8
6161,2018-01-01 00:56:21,2018-01-01 00:56:28,1,0.04,3.8
13259,2018-01-01 00:56:08,2018-01-01 01:01:31,1,1.7,8.8
9849,2018-01-01 01:02:02,2018-01-01 01:22:06,1,3.73,17.3
2960,2018-01-01 00:15:22,2018-01-01 00:20:20,6,1.38,9.36
14341,2018-01-01 00:30:04,2018-01-01 00:44:51,6,2.93,16.56
6630,2018-01-01 00:27:02,2018-01-01 00:38:15,4,1.6,12.35
16467,2018-01-01 00:29:37,2018-01-01 00:38:12,1,4.58,15.3
1983,2018-01-01 01:01:22,2018-01-01 01:05:51,1,1.52,15.57
13291,2018-01-01 00:09:27,2018-01-01 00:24:52,1,2.8,12.8
1146,2018-01-01 00:40:37,2018-01-01 00:53:50,1,2.6,14
11378,2018-01-01 00:09:50,2018-01-01 00:33:58,1,4.2,26.6
6759,2018-01-01 00:36:51,2018-01-01 01:08:08,1,4.5,22.3
5714,2018-01-01 00:18:16,2018-01-01 00:36:29,1,3.29,15.8
6090,2018-01-01 00:11:58,2018-01-01 00:33:30,1,6.24,22.8
7487,2018-01-01 00:37:50,2018-01-01 00:45:23,1,1,9.36
4453,2018-01-01 00:50:33,2018-01-01 00:55:13,1,0.82,6.3
14692,2018-01-01 00:23:43,2018-01-01 00:37:19,1,1.89,11.3
14047,2018-01-01 00:51:10,2018-01-01 01:21:38,1,3.71,21.3
11180,2018-01-01 00:11:03,2018-01-01 00:15:50,2,0.8,8.8
9561,2018-01-01 00:25:36,2018-01-01 00:41:50,3,6.1,20.8
14124,2018-01-01 00:52:13,2018-01-01 00:56:03,3,0.7,6.3
8477,2018-01-01 00:57:20,2018-01-01 01:06:57,1,2.3,14
443,2018-01-01 00:06:43,2018-01-01 00:20:53,1,3.02,13.8
18222,2018-01-01 00:22:04,2018-01-01 00:34:08,1,1.76,13.56
17304,2018-01-01 00:43:33,2018-01-02 00:34:08,1,4,17.3
7912,2017-12-31 23:13:44,2017-12-31 23:24:33,1,1.71,10.3
18841,2017-12-31 23:28:06,2017-12-31 23:38:43,1,1.69,10.3
9912,2017-12-31 23:40:22,2017-12-31 23:50:24,1,1.97,10.8
12020,2018-01-01 00:09:12,2018-01-01 00:13:40,1,0.98,6.3
7595,2018-01-01 00:48:47,2018-01-01 00:56:10,1,2.75,11.3
8591,2018-01-01 00:37:58,2018-01-01 00:48:54,1,2.45,11.3
384,2018-01-01 00:09:56,2018-01-01 00:41:16,1,15.5,45.3
14686,2018-01-01 00:58:37,2018-01-01 01:41:28,1,10.19,37.3
3537,2018-01-01 00:12:16,2018-01-01 00:20:07,2,1,8.3
6227,2018-01-01 00:26:54,2018-01-01 00:44:59,2,3.8,20.15
2761,2018-01-01 00:57:40,2018-01-01 01:08:15,2,1.9,13.5
3807,2018-01-01 00:09:48,2018-01-01 00:12:41,2,0.72,7.54
3835,2018-01-01 00:29:09,2018-01-01 00:45:40,2,5.98,24.96
6907,2018-01-01 00:16:58,2018-01-01 00:33:47,1,11.89,33.3
18278,2018-01-01 00:54:34,2018-01-01 01:18:14,1,5.97,27.96
9427,2018-01-01 00:05:52,2018-01-01 00:26:12,1,3.4,17.3
9009,2018-01-01 00:39:02,2018-01-01 01:03:14,1,4.6,19.8
8634,2018-01-01 00:50:55,2018-01-01 01:04:26,1,2.68,13.3
14993,2018-01-01 00:12:48,2018-01-01 00:24:12,2,6.51,20.8
7450,2018-01-01 00:31:55,2018-01-01 00:36:08,2,0.82,6.3
16182,2018-01-01 00:53:55,2018-01-01 01:01:45,2,1.62,9.3
2399,2018-01-01 00:12:13,2018-01-01 00:20:08,1,1.77,11.16
9358,2018-01-01 00:53:16,2018-01-01 01:03:39,1,1.5,7.3
15216,2018-01-01 00:28:55,2018-01-01 00:38:11,1,1.67,9.3
1080,2018-01-01 00:49:16,2018-01-01 01:08:07,1,5.4,19.8
923,2018-01-01 00:12:22,2018-01-01 00:13:25,1,0.23,-4.3
15369,2018-01-01 00:12:22,2018-01-01 00:13:25,1,0.23,4.3
14908,2018-01-01 00:45:04,2018-01-01 01:02:13,1,6.27,21.8
10087,2018-01-01 00:03:12,2018-01-01 00:32:19,1,6.15,29.8
12424,2018-01-01 00:49:23,2018-01-01 01:00:00,1,3.52,16.56
4455,2018-01-01 00:14:42,2018-01-01 00:21:08,6,0.58,8.5
12811,2018-01-01 00:46:09,2018-01-01 01:04:36,6,2.81,18.5
11704,2018-01-01 00:28:45,2018-01-01 00:39:14,1,1.72,10.3
471,2018-01-01 00:44:23,2018-01-01 00:50:00,1,0.77,7.3
19458,2018-01-01 00:55:26,2018-01-01 01:01:31,1,1.5,10
14486,2018-01-01 00:18:06,2018-01-01 00:32:07,1,1.91,14.16
19333,2018-01-01 00:39:29,2018-01-01 01:02:23,1,3.41,23.31
1927,2018-01-01 00:22:46,2018-01-01 00:25:27,2,0.54,8.31
14581,2018-01-01 00:38:36,2018-01-01 00:49:24,2,3.57,17.16
6534,2018-01-01 00:50:16,2018-01-01 00:55:58,2,1.06,8.76
19574,2018-01-01 00:57:38,2018-01-01 01:02:11,2,0.78,7.56
5501,2018-01-01 00:14:27,2018-01-01 00:20:23,1,0.86,6.8
17333,2018-01-01 00:37:31,2018-01-01 00:43:39,1,1.19,7.3
19931,2018-01-01 00:28:54,2018-01-01 00:53:56,1,4.53,25.74
6469,2018-01-01 00:22:48,2018-01-01 00:29:35,1,1.46,8.8
8847,2018-01-01 00:35:28,2018-01-01 00:45:09,1,2.16,10.8
9971,2018-01-01 00:59:44,2018-01-01 01:17:22,1,3.52,19.56
6436,2018-01-01 00:40:11,2018-01-01 00:46:52,2,1.75,8.8
18935,2018-01-01 00:20:40,2018-01-01 00:29:32,3,1.88,9.8
4576,2018-01-01 00:45:55,2018-01-01 00:54:22,2,1.34,8.3
7377,2018-01-01 00:53:58,2018-01-01 00:57:58,1,0.58,6.8
4575,2018-01-01 00:17:13,2018-01-01 00:22:26,1,1.63,8.3
15054,2018-01-01 00:26:37,2018-01-01 00:43:42,4,4.43,17.3
16634,2018-01-01 00:41:42,2018-01-01 00:45:57,1,0.55,6.3
10501,2018-01-01 00:53:54,2018-01-01 01:09:32,1,1.72,12.8
5403,2018-01-01 00:19:52,2018-01-01 00:34:36,1,3.36,14.3
8361,2018-01-01 00:52:54,2018-01-01 00:56:43,1,0.6,7.25
3119,2018-01-01 00:08:34,2018-01-01 00:13:51,1,1.4,7.8
712,2018-01-01 00:36:10,2018-01-01 00:42:13,1,0.99,7.3
1215,2018-01-01 00:49:07,2018-01-01 01:06:10,1,3.55,16.3
13602,2018-01-01 00:51:52,2018-01-01 01:03:30,2,1.63,10.8
7859,2018-01-01 00:11:52,2018-01-01 00:28:24,5,2.99,14.8
19017,2018-01-01 00:45:35,2018-01-01 00:48:44,5,0.56,5.8
8708,2018-01-01 00:43:24,2018-01-01 00:50:06,1,1.91,9.3
15618,2018-01-01 00:30:14,2018-01-01 00:33:04,1,1.08,7.56
28,2018-01-01 00:47:34,2018-01-01 00:56:34,1,1.47,9.8
19710,2018-01-01 00:08:30,2018-01-01 00:28:34,1,7.53,29.76
16797,2018-01-01 00:32:40,2018-01-01 00:36:34,1,0.66,5.8
6360,2018-01-01 00:40:36,2018-01-01 00:53:26,1,3.69,15.3
12660,2018-01-01 00:09:59,2018-01-01 00:17:10,1,1.64,11.8
4820,2018-01-01 00:24:37,2018-01-01 00:27:57,1,0.74,6.3
11777,2018-01-01 00:31:46,2018-01-01 00:45:07,1,2.16,12.3
19292,2018-01-01 00:50:25,2018-01-01 01:00:56,1,1.79,10.8
682,2018-01-01 00:04:07,2018-01-01 00:13:23,1,2.03,10.3
1379,2018-01-01 00:23:12,2018-01-01 00:37:07,1,3.56,14.8
13735,2018-01-01 00:16:29,2018-01-01 00:22:23,1,1.1,7.3
16299,2018-01-01 00:27:26,2018-01-01 00:32:59,2,1.1,7.3
5035,2018-01-01 00:35:59,2018-01-01 00:39:34,2,0.6,5.8
8545,2018-01-01 00:54:01,2018-01-01 01:31:20,1,7.1,37.11
9486,2018-01-01 00:13:52,2018-01-01 00:18:10,1,0.66,6.3
10362,2018-01-01 00:26:56,2018-01-01 00:35:42,1,1.33,8.8
12523,2018-01-01 00:08:10,2018-01-01 00:19:37,1,1.68,10.8
2167,2018-01-01 00:37:16,2018-01-01 00:46:39,1,1.53,9.8
16180,2018-01-01 00:51:27,2018-01-01 01:23:27,1,16,46.3
11640,2018-01-01 00:13:37,2018-01-01 00:20:33,1,1.76,8.8
18822,2018-01-01 00:35:21,2018-01-01 00:43:27,1,1.48,10.56
4188,2018-01-01 00:52:55,2018-01-01 01:13:49,1,5.68,27.25
6836,2018-01-01 00:34:13,2018-01-01 00:44:15,1,1.99,14.91
14489,2018-01-01 00:13:52,2018-01-01 00:58:12,1,9.24,47.33
14687,2018-01-01 00:08:55,2018-01-01 00:17:26,1,1.4,9.3
9369,2018-01-01 00:22:25,2018-01-01 00:34:21,1,2.7,14.75
19007,2018-01-01 00:41:23,2018-01-01 00:45:20,1,1.2,7.8
5255,2018-01-01 00:54:02,2018-01-01 01:04:13,1,1.8,10.3
13504,2018-01-01 00:38:18,2018-01-01 00:52:15,1,3.1,14.3
7384,2018-01-01 00:57:39,2018-01-01 01:03:42,2,1.16,7.3
2014,2018-01-01 00:24:50,2018-01-01 01:01:22,1,15.89,64.27
16789,2018-01-01 00:23:05,2018-01-01 00:36:20,1,1.97,14.12
7439,2018-01-01 00:37:08,2018-01-01 00:48:23,1,4.22,17.76
6811,2018-01-01 00:19:48,2018-01-01 00:37:57,1,3.37,15.8
3923,2018-01-01 00:53:00,2018-01-01 00:58:49,1,1.35,8.76
6450,2018-01-01 01:01:04,2018-01-01 01:22:13,1,4.29,21.36
19339,2018-01-01 00:38:17,2018-01-01 00:44:22,1,1.25,9.36
1277,2018-01-01 00:18:26,2018-01-01 00:36:36,1,2.95,20.31
6186,2018-01-01 00:40:11,2018-01-01 00:46:58,1,0.98,9.75
3500,2018-01-01 00:56:08,2018-01-01 01:05:18,1,2.94,16.11
18158,2018-01-01 00:03:45,2018-01-01 00:07:32,1,0.9,7.56
7419,2018-01-01 00:09:42,2018-01-01 00:19:01,1,1.71,11.76
9263,2018-01-01 00:43:13,2018-01-01 00:55:26,1,2.11,11.3
4388,2018-01-01 00:58:54,2018-01-01 01:51:46,1,11.54,56.94
8118,2018-01-01 00:27:45,2018-01-01 00:32:14,1,0.63,6.3
7989,2018-01-01 00:43:39,2018-01-01 01:13:03,1,9.93,32.8
15536,2018-01-01 00:07:39,2018-01-01 00:10:45,1,0.51,5.3
9730,2018-01-01 00:17:43,2018-01-01 00:24:55,1,1.76,9.3
15586,2018-01-01 00:35:59,2018-01-01 00:45:31,1,1.84,10.3
7865,2018-01-01 00:52:35,2018-01-01 01:11:44,1,5.41,20.3
8206,2018-01-01 00:12:23,2018-01-01 00:22:01,3,2.16,10.8
12518,2018-01-01 00:28:19,2018-01-01 00:39:42,1,1.58,12
2615,2018-01-01 00:50:44,2018-01-01 00:59:01,1,1.46,9.3
121,2018-01-01 00:30:34,2018-01-01 00:42:07,1,3,12.8
19581,2018-01-01 00:42:19,2018-01-01 00:56:37,1,2.28,12.8
10483,2018-01-01 00:58:42,2018-01-01 01:01:58,1,0.65,6.96
19146,2018-01-01 00:17:22,2018-01-01 00:18:21,1,0.05,-3.8
19985,2018-01-01 00:17:22,2018-01-01 00:18:21,1,0.05,3.8
3666,2018-01-01 00:30:54,2018-01-01 00:36:14,2,1.37,7.8
15825,2018-01-01 00:07:52,2018-01-01 00:41:56,5,5.39,31.62
2859,2018-01-01 00:09:38,2018-01-01 00:14:42,2,1.07,7.3
9912,2018-01-01 00:28:31,2018-01-01 00:30:41,2,0.29,4.8
15940,2018-01-01 00:37:15,2018-01-01 00:56:10,2,4.23,17.8
15292,2018-01-01 00:22:20,2018-01-01 00:26:27,1,0.85,6.3
578,2018-01-01 00:31:37,2018-01-01 00:34:09,1,0.25,4.8
6040,2018-01-01 00:42:56,2018-01-01 00:52:44,1,3.97,14.3
17807,2018-01-01 00:33:16,2018-01-01 00:38:18,1,1.32,7.3
19182,2018-01-01 00:47:36,2018-01-01 00:54:46,1,1.57,9.96
12073,2018-01-01 00:56:23,2018-01-01 01:12:25,1,4.78,18.3
10795,2018-01-01 00:37:16,2018-01-01 00:42:44,6,1.11,10.35
2108,2018-01-01 00:16:24,2018-01-01 01:04:41,1,6.56,34.3
227,2018-01-01 00:58:03,2018-01-01 01:06:32,1,1.4,8.8
4945,2018-01-01 00:48:47,2018-01-01 00:50:55,1,0.35,4.8
11319,2018-01-01 00:55:55,2018-01-01 01:01:34,1,1.25,7.3
5099,2018-01-01 00:06:26,2018-01-01 00:08:03,4,0.43,4.8
13164,2018-01-01 00:12:22,2018-01-01 00:16:44,5,0.53,7.24
17358,2018-01-01 00:26:14,2018-01-01 00:31:01,5,1.24,9.12
5125,2018-01-01 00:07:05,2018-01-01 00:15:37,1,1.47,8.8
12142,2018-01-01 00:32:55,2018-01-01 00:45:58,1,3.78,15.3
13345,2018-01-01 00:27:24,2018-01-01 00:33:30,1,1.8,10.55
5983,2018-01-01 00:40:28,2018-01-01 00:46:53,1,1.6,8.8
6842,2018-01-01 00:16:38,2018-01-01 00:26:09,1,1.99,10.3
5022,2018-01-01 00:37:59,2018-01-01 00:50:02,1,2.95,12.8
18468,2018-01-01 01:01:22,2018-01-01 01:15:25,1,2.04,12.3
5019,2018-01-01 00:22:14,2018-01-01 23:19:55,1,3.08,17.94
16080,2018-01-01 00:51:09,2018-01-01 01:10:32,1,6.69,28.5
11026,2018-01-01 00:26:07,2018-01-01 00:30:26,5,0.83,7.3
6348,2018-01-01 00:33:14,2018-01-01 00:55:57,5,5.82,26.76
11774,2018-01-01 00:26:51,2018-01-01 00:36:45,1,3.06,12.3
10675,2018-01-01 00:16:41,2018-01-01 00:29:39,1,2.94,17.94
1996,2018-01-01 00:55:14,2018-01-01 01:01:24,1,0.7,7.3
1056,2018-01-01 00:10:51,2018-01-01 00:35:26,1,7.2,31.56
8572,2018-01-01 00:55:35,2018-01-01 01:01:55,1,1.71,8.3
17263,2018-01-01 00:36:41,2018-01-01 00:39:11,6,0.27,4.8
7856,2018-01-01 00:51:09,2018-01-01 01:06:04,6,2.98,14.3
5107,2018-01-01 00:23:22,2018-01-01 00:32:59,1,1.72,9.8
9507,2018-01-01 00:01:54,2018-01-01 00:13:37,1,4.58,16.3
9380,2018-01-01 00:41:44,2018-01-01 00:49:33,3,2,11.76
11334,2018-01-01 00:16:39,2018-01-01 00:36:12,1,3.5,16.8
11224,2018-01-01 00:55:10,2018-01-01 00:59:09,2,0.9,6.3
11696,2018-01-01 00:11:49,2018-01-01 00:28:02,2,4.84,18.8
6949,2018-01-01 00:42:36,2018-01-01 01:01:25,2,8.16,42
18583,2018-01-01 00:53:25,2018-01-01 01:01:40,1,1.59,8.8
12906,2018-01-01 00:51:01,2018-01-01 01:03:45,1,1.65,10.8
17135,2018-01-01 00:22:26,2018-01-01 00:24:06,1,0.47,4.8
9295,2018-01-01 00:25:57,2018-01-01 00:33:29,1,1.3,9.3
3459,2018-01-01 00:38:15,2018-01-01 00:49:35,1,2.26,14.12
12882,2018-01-01 00:33:18,2018-01-01 01:48:20,5,5.87,45.3
2058,2018-01-01 00:13:27,2018-01-01 00:20:07,1,1.57,8.8
13987,2018-01-01 00:53:33,2018-01-01 01:02:27,1,2.3,10.8
5542,2018-01-01 00:06:48,2018-01-01 00:31:01,1,2.78,20.3
3575,2018-01-01 00:41:59,2018-01-01 00:58:59,1,7.02,25.3
2979,2018-01-01 00:31:30,2018-01-01 00:54:16,1,8.75,28.8
17706,2018-01-01 00:53:01,2018-01-01 01:12:19,1,9.31,28.8
19382,2018-01-01 00:11:26,2018-01-01 00:35:01,1,11.27,33.3
8611,2018-01-01 00:26:34,2018-01-01 00:48:48,1,4.8,23.16
9771,2018-01-01 00:52:27,2018-01-01 00:59:07,1,1.22,10.14
11819,2018-01-01 01:02:20,2018-01-01 01:21:32,1,3.8,16.3
10848,2018-01-01 00:10:45,2018-01-01 00:34:35,1,6.6,25.8
10082,2018-01-01 00:43:15,2018-01-01 00:48:52,4,1.08,7.3
9653,2018-01-01 00:52:25,2018-01-01 01:00:31,4,1.47,8.8
3746,2018-01-01 00:32:41,2018-01-01 00:38:06,1,1.22,9.12
9015,2018-01-01 00:41:34,2018-01-01 00:59:02,1,3.57,19.56
8929,2018-01-01 01:01:24,2018-01-01 01:05:14,1,0.52,5.3
7524,2018-01-01 00:19:47,2018-01-01 00:26:04,1,1.4,9.95
6883,2018-01-01 00:31:53,2018-01-01 00:38:02,1,1.4,8.3
12552,2018-01-01 00:15:53,2018-01-01 00:18:00,1,0.33,4.8
8006,2018-01-01 00:54:02,2018-01-01 01:05:22,1,1.84,10.3
19407,2018-01-01 00:33:26,2018-01-01 01:01:34,1,9.19,37.56